Developer,Latitude,Longitude,Place Name,Address
eXiin,52.0823329,5.1175419,EXIN,"Arthur van Schendelstraat 650, 3511 MJ Utrecht, Niederlande"
Interior/Night,51.5074,-0.1278,Interior/Night,"""Headquarters: Zentrale: London, Vereinigtes Königreich"""
Deep River Multimedia Studio,35.6232216,-79.1236132,Deep River Sound Studio,"6173 Deep River Rd, Sanford, NC 27330, Vereinigte Staaten"
OSome Studio,45.7605029,4.836611,OSome Studio,"10 Rue Jacques Stella, 69002 Lyon, Frankreich"
Mr. Nutz Studio,50.8977283,6.8985745,Mrs.Sporty Club Hürth-Efferen,"Bachstraße 87-89, 50354 Hürth, Deutschland"
Artisan Studios,52.0543218,1.1529775,Artisan Studio,"6 St Peter's St, Ipswich IP1 1XB, Vereinigtes Königreich"
ThirtyThree,51.3043849,6.2732529,Thirty Three,"Breyeller Str. 33, 41334 Nettetal, Deutschland"
Dragonest,13.7577274,120.9491913,Dragonest Vape Lounge,"Centro, Mabini, Batangas, Philippinen"
Hermes Interactive,51.16047890000001,6.9973864,Hermes Consulting & Communication Partners GmbH,"Talstraße 50, 42697 Solingen, Deutschland"
Continuous Software Systems,50.992309,7.127302100000001,Systems Software & Services GmbH,"Paffrather Str. 29, 51465 Bergisch Gladbach, Deutschland"
Azure Flame Studio,50.9377782,6.9389043,Azure Cologne,"Hohenzollernring 25, 50672 Köln, Deutschland"
Pixel Lantern,50.9366308,6.9363942,Pixel Entertainment,"Aachener Str. 24, 50674 Köln, Deutschland"
Stormind Games,37.6229056,15.1450351,Stormind Games,"Via Sclafani, 40/B, 95024 Acireale CT, Italien"
Trinket Studios,41.95393,-87.6795641,Trinket Studios,"2017 W Irving Park Rd STE 2F, Chicago, IL 60618, Vereinigte Staaten"
Casual Bit Games Inc.,50.9219235,6.853258299999999,GLOBUS Köln-Marsdorf,"Max-Planck-Straße 9, 50858 Köln, Deutschland"
Banana Bird Studios,51.481022,0.166286,Banana Road Studios,"Unit D1, BIRCH HOUSE BUSINESS CENTRE, Birch Walk, Erith DA8 1QX, Vereinigtes Königreich"
Varsav Games Studio,52.2248993,20.9912929,VARSAV Game Studios S.A.,"aleje Jerozolimskie 123a, 02-017 Warszawa, Polen"
GoodbyeWorld Games,34.0522,-118.2437,GoodbyeWorld Games,"""Headquarters: Zentrale: Los Angeles, Kalifornien, USA"""
PEW Games,50.8628152,4.3308227,Pew! Pew! Lasertag,"Rue Herkoliers Straat 97, 1081 Koekelberg, Belgien"
Ant Workshop Ltd,55.9732683,-3.208905,Ant Workshop Ltd,"19, 3 S Trinity Rd, Edinburgh EH5 3PN, Vereinigtes Königreich"
Starsign,51.0134932,5.3063326,Starsign Automotive,"De Lange Beemden 14/4, 3550 Heusden-Zolder, Belgien"
Mega Cat Studios,40.45887829999999,-79.9586417,Mega Cat Studios,"3559 Bigelow Blvd, Pittsburgh, PA 15213, Vereinigte Staaten"
NS STUDIO,51.28035999999999,7.20596,Ns Brows,"Westkotter Str. 95, 42277 Wuppertal, Deutschland"
Sand Sailor Studio,44.4393808,26.1128667,Sand Sailor Studio,"Strada Latină 16, București 030167, Rumänien"
The Parasight,50.0772528,19.9359706,The Parasight,"Prądnicka 20A, 30-002 Kraków, Polen"
Drakkar Dev,37.5410083,15.1011718,Drakkar Dev,"Via S. Marco, 6, 95030 Tremestieri Etneo CT, Italien"
The Game Kitchen,37.3817774,-5.9621865,The Game Kitchen,"C. Juan de Mariana, 23, Bajo, 41005 Sevilla, Spanien"
Secret Location,43.651,-79.347,Secret Location,"""Headquarters: Zentrale: Toronto, Kanada"""
Interphase,50.7945146,4.507952400000001,Interphase bvba,"Gemslaan 3, 3090 Overijse, Belgien"
Paper Cult,45.5017,-73.5673,Paper Cult,"""Headquarters: Zentrale: Montreal, Kanada"""
BAP Interactive,51.2069939,6.783766,BAP INTEACTIVE Consulting Destination Marketing PR,"Feuerbachstraße 26, 40223 Düsseldorf, Deutschland"
Paw Print Games Ltd,53.1937715,-2.8959909,Paw Print Games Ltd.,"7 Canal St, Chester CH1 4EB, Vereinigtes Königreich"
Castle Pixel,50.9366308,6.9363942,Pixel Entertainment,"Aachener Str. 24, 50674 Köln, Deutschland"
Robi Studios,-31.41514159999999,-64.17853459999999,Robi Studios,"Av. Emilio Olmos 338, X5000 Córdoba, Argentinien"
Mokus,48.86388669999999,2.2875032,Mokus l'Écureuil,"116 Av. Kléber, 75116 Paris, Frankreich"
Wizard Soft,51.2949158,6.8647445,WizardTales GmbH,"Kokkolastraße 5, 40882 Ratingen, Deutschland"
Mode4,38.8049868,-77.0442789,"MODE4 Architecture, PLLC","421 King St Suite 303, Alexandria, VA 22314, Vereinigte Staaten"
Stress Level Zero,34.0522,-118.2437,Stress Level Zero,"""Headquarters: Zentrale: Los Angeles, Kalifornien, USA"""
Studio Gauntlet,40.8272547,-74.1009633,Frost Gauntlet Recording,"1 Orient Wy Ste F147, Rutherford, NJ 07070, Vereinigte Staaten"
Digital Tales,50.858382,3.351374,Digital tales,"Pikkelstraat 77, 8540 Deerlijk, Belgien"
DANG!,50.8255428,6.8937051,TMD - Thai Massage Dang,"Römerstraße 145, 50321 Brühl, Deutschland"
Balloon Studios,50.9363889,6.9347222,Ballon Discount Schlösser,"Aachener Str. 29, 50674 Köln, Deutschland"
DarkScreen Games,50.9516484,6.9250855,Black Screen Records,"Wißmannstraße 40, 50823 Köln, Deutschland"
"""MunkyFun, Inc.""",37.7964907,-122.4024273,MunkyFun Inc,"415 Jackson St, San Francisco, CA 94111, Vereinigte Staaten"
FYQD Personal Studio,50.9356172,6.9333734,funcFIT Personal Training,"Richard-Wagner-Str. 36, 50674 Köln, Deutschland"
Zhaijidian,29.309494,119.288468,Daciyan Scenic Area,"875Q+Q9W, Jiande, Hangzhou, Zhejiang, China, 311613"
Elseware Experience,48.6140856,-1.9786281,Elseware Experience,"7 All. Métis, 35400 Saint-Malo, Frankreich"
Avantgarden SRL,45.450554,9.157681,Avantgarden Games,"Via Tortona, 37, 20144 Milano MI, Italien"
Tomas Sala,39.4476615,-0.386328,Sanciones,"Av. del Doctor Tomàs Sala, 49, Jesús, 46017 València, Valencia, Spanien"
Technology Associates,35.7833611,-78.63411099999999,Technology Associates,"222 N Person St, Raleigh, NC 27601, Vereinigte Staaten"
Subliminal,52.5050871,13.3598579,subliminal operations GmbH,"Genthiner Str. 8, 10785 Berlin, Deutschland"
High Tea Frog,51.112476,-0.901236,The Chocolate Frog Company,"Oakhanger, Bordon GU35 9JA, Vereinigtes Königreich"
Out of the Blue,40.4168,-3.7038,Out of the Blue,"""Headquarters: Zentrale: Madrid, Spanien"""
Asmodee Digital,48.8566,2.3522,Asmodee Digital,"""Headquarters: Zentrale: Paris, Frankreich"""
Gremlin Industries,53.49002249999999,-2.0897532,Gremlins,"Ashton-under-Lyne OL6 6EL, Vereinigtes Königreich"
7Levels,50.0739816,19.9354556,7Levels S.A.,"Aleja Juliusza Słowackiego 66, 30-004 Kraków, Polen"
Nomad Games,47.8309861,-122.3361302,Nomad Games and Hobbies,"7528 Olympic View Dr Ste 102, Edmonds, WA 98026, Vereinigte Staaten"
Siso Solutions Limited,52.35004199999999,5.1905784,SiSo Computers BV,"Versterkerstraat 4A, 1322 AP Almere, Niederlande"
metricminds GmbH & Co. KG,50.1026471,8.6204363,metricminds GmbH,"Rüsselsheimer Str. 22, 60326 Frankfurt am Main, Deutschland"
Alister Software,50.9300361,6.9956126,Polenter - Software Solutions,"Pfarrer-Moll-Straße 50, 51105 Köln, Deutschland"
JanduSoft,41.3714958,2.1425101,JanduSoft S.L.,"Moianes 16-18, Esc. Izq. Ent. 2, 08014 Barcelona, Spanien"
Headware Games,50.7092016,7.274176400000001,Headware GmbH,"Dollendorfer Str. 34, 53639 Königswinter, Deutschland"
Ripstone,53.4015048,-2.9686146,Ripstone Ltd,"5 Myrtle St, Liverpool L7 7DN, Vereinigtes Königreich"
InterAction Studios,50.91214799999999,6.9677337,"Sheydin Studio · User Experience, Informationsdesign & Branding","Koblenzer Str. 88, 50968 Köln, Deutschland"
Elf Games,50.9894409,6.894497899999999,SELGROS Köln Am Butzweilerhof,"Von-Hünefeld-Straße 100, 50829 Köln, Deutschland"
NapNok Games,55.6761,12.5683,NapNok Games,"""Headquarters: Zentrale: Kopenhagen, Dänemark"""
Studio Beast,50.6863507,7.643100599999999,TATTOO u. PIERCING STUDIO Belle and Beast.Ink,"Wilhelmstraße 52, 57610 Altenkirchen, Deutschland"
Jump Over The Age,50.9766607,6.8985523,JUMP House Köln,"Köhlstraße 10, 50827 Köln, Deutschland"
Eden Industries,51.7496216,-3.5363517,Eden,"Hirwaun Industrial Estate, Hirwaun, Aberdare CF44 9YN, Vereinigtes Königreich"
Ultima Games,44.7866075,-0.6383202,Ultima Games,"2 Av. Gustave Eiffel A630, 33600 Pessac, Frankreich"
Fox Dawn,30.1725528,-81.7029968,Dr. Dawn K. Fox,"358 Stiles Ave B, Orange Park, FL 32073, Vereinigte Staaten"
Storm in a Teacup,51.5405416,-0.0762495,Storm in a Teacup,"366 Kingsland Rd, London E8 4DA, Vereinigtes Königreich"
RedDeerGames,52.1912506,20.9192748,REDDEERGAMES SP. Z O.O.,"Batory Office Building, aleje Jerozolimskie 212, 02-486 Warszawa, Polen"
Milky Tea,53.4084,-2.9916,Milky Tea,"""Headquarters: Zentrale: Liverpool, Vereinigtes Königreich"""
Remedy,60.2055,24.6559,Remedy,"""Headquarters: Zentrale: Espoo, Finnland"""
Double Stallion Games,45.4767127,-73.59232399999999,Double Stallion Games,"1001 Rue Lenoir Suite A-1-12, Montréal, QC H4C 2Z6, Kanada"
Rocket-Engine,50.9379341,6.975051,Automotive Rocket,"Neuhöfferstraße 21, 50679 Köln, Deutschland"
ColloseusX,52.0712304,5.052461600000001,Colosseus Consult,"Rijnzathe 4, 3454 PV Utrecht, Niederlande"
Flight School Studio,32.7856117,-96.7981774,Flight School Studio,"717 N Harwood St 27th floor, Dallas, TX 75201, Vereinigte Staaten"
souvenir circ.,50.9794455,7.018392299999999,Roncalli Event GmbH,"Circus-Roncalli-Weg 7, 51063 Köln, Deutschland"
Radical Fish Games,49.2311595,7.001947299999999,Radical Fish Games GmbH,"Mainzer Str. 30, 66111 Saarbrücken, Deutschland"
Alt Shift,44.4354251,26.0972275,Alt Shift,"Strada Constantin Mille 4, București 010142, Rumänien"
TOYURO,51.021138,6.8957412,Toysino Filiale Köln-Chorweiler - vorher myToys,"Im City-Center, Mailänder Passage 1, 50765 Köln, Deutschland"
Petoons Studio,41.3747687,2.1381717,Petoons Studio,"Carrer de Cros, 9, Local, Distrito de Sants-Montjuïc, 08014 Barcelona, Spanien"
Only By Midnight Ltd.,51.5503023,-0.1006427,Midnight Hour Ltd,"40 Highbury Pl, London N5 1QL, Vereinigtes Königreich"
Blazing Stick,50.9308049,6.9475479,FACEKOELN / Textildruck & Stick,"Griechenpforte 46, 50676 Köln, Deutschland"
Mechanical Head Studios,45.0695463,7.7092709,Head Studios,"TO IT, Via Fiorano, 5a, 10153 TO, Italien"
West Coast Software,52.4114272,-4.0598015,West Coast Software Ltd,"8 Cefn Llan, Llanbadarn Fawr, Aberystwyth SY23 3AH, Vereinigtes Königreich"
Three Fields Entertainment,32.7375779,-96.4557754,Field 3,"Forney, Texas 75126, Vereinigte Staaten"
Doragon Entertainment,50.0211723,19.9616933,DRAGO entertainment,"Malborska 130, 30-624 Kraków, Polen"
Sword and Axe,51.0038343,7.0664434,Wyvern,"Odenthaler Str. 339, 51069 Köln, Deutschland"
Daniel Wright,42.2118247,-87.9076978,Daniel Wright Junior High School,"1370 Riverwoods Rd, Lincolnshire, IL 60069, Vereinigte Staaten"
Phoenix Labs,49.2827,-123.1207,Phoenix Labs,"""Headquarters: Zentrale: Vancouver, Kanada"""
Invader Studios,50.336118,7.5642894,Skin Invader Tattoo,"Meißener Str. 4, 56075 Koblenz, Deutschland"
The Dangerous Kitchen,52.3677716,4.9365503,Dangerous Kitchen Music,"Veemarkt 59, 1019 DA Amsterdam, Niederlande"
Motive Studios,45.5004782,-73.57694169999999,Motive Studio,"2200 Stanley St, Montreal, Quebec H3A 1R6, Kanada"
CaeruX,20.9911153,105.784574,Công ty TNHH Caerux Lab,"Tầng 4, CT2, C14 P. Tố Hữu, Nam Từ Liêm, Hà Nội, Vietnam"
White Rabbit,51.22719799999999,6.810604,White Rabbit,"Birkenstraße 126, 40233 Düsseldorf, Deutschland"
Amplify Creations,38.5629861,-7.9086235,Amplify Creations,"R. Fernanda Seno 6, 7005-485 Évora, Portugal"
Cosen,51.9064333,4.580146600000001,Cosen Mechatronics,"Stormpolder, Van Utrechtweg 18, 2921 LN Krimpen aan den IJssel, Niederlande"
Moondrop,52.3780467,4.8958088,Moondrop,"Nieuwendijk 43, 1012 MA Amsterdam, Niederlande"
Chibig,39.468236,-0.3754742,Chibig,"C/ del Convent de Sta. Clara, 1, 6, Ciutat Vella, 46002 València, Valencia, Spanien"
KeokeN Interactive,52.29228819999999,4.685431299999999,KeokeN Interactive B.V.,"Diamantlaan 15, 2132 WV Hoofddorp, Niederlande"
Fabraz,6.6051386,3.3512936,Fabraz Electrical & Technical Services,"16 Afolabi Aina str, off Allen behind old Alade Market, Ikeja, Nigeria"
Descendent Studios,51.4431128,-0.1302764,Brood Family Studio,"65 Kirkstall Rd, London SW2 4HE, Vereinigtes Königreich"
Layopi Games,52.18429769999999,21.0096924,Layopi Games Sp. o.o.,"plac Ireneusza Gugulskiego 1, 02-661 Warszawa, Polen"
Monster Couch,51.1114027,6.9012401,POCO Monheim,"Am Knipprather Busch 1, 40789 Monheim am Rhein, Deutschland"
ZA/UM,50.93692890000001,6.939428299999999,Zahnarzt am Rudolfplatz - Dr. Oliver Laig und ZA Jörg Buhl,"Hohenzollernring 2-10, 50672 Köln, Deutschland"
Red Beard Games,50.8225,-0.1372,Red Beard Games,"""Headquarters: Zentrale: Brighton, Vereinigtes Königreich"""
Massive Work Studio,52.229226,5.1913418,Massive Ink tattoo artiest.,"Voltastraat 48, 1221 GE Hilversum, Niederlande"
Ben Esposito,42.0247925,-71.21667049999999,Esposito Realty Group - brokered by EXP,"2 N Main St B101, Mansfield, MA 02048, Vereinigte Staaten"
Yak & co,52.323941,4.958762,Yak & Co Administr. en Belastingen B.V.,"Daalwijkdreef 47, 1103 AD Amsterdam, Niederlande"
Red Dev Studio,53.7787677,20.4766819,Red Dev Studio Spółka Akcyjna,"Feliksa Nowowiejskiego 9, 10-162 Olsztyn, Polen"
3rd Eye Studios,51.5076077,-0.1079999,Third Eye Studio,"B01, 1-2 Hatfields, London SE1 9PG, Vereinigtes Königreich"
Koalabs Studio,48.851823,2.4261217,Koalabs,"66 Rue Marceau, 93100 Montreuil, Frankreich"
Afterburner Studios,51.0216979,3.6897726,Afterburn by Escape Fitness,"Kortrijksesteenweg 1086, 9051 Gent, Belgien"
Tuque Games,45.47244389999999,-73.5906737,Invoke Studios,"4767 Dagenais St Suite 205, Montreal, Quebec H4C 1L8, Kanada"
Dan Fornace,50.8820718,7.0663477,Pizzeria La Fornace,"Kaiserstraße 202, 51145 Köln, Deutschland"
Jerome Labbe,49.2146252,3.4790508,Entreprise Labbé Jérôme,"20 Pl. Eugène Piot, 02130 Saponay, Frankreich"
Pixel Perfex,52.36546689999999,6.462985499999999,Pixel Perfect,"Grotestraat 150, 7443 BN Nijverdal, Niederlande"
One or Eight Inc.,37.7596251,-122.4347544,Eight Inc.,"584 Castro St #2187, San Francisco, CA 94114, Vereinigte Staaten"
CrossFunction,41.8865465,-87.8017304,CrossFunction Flexible Workspace,"1033 South Blvd, Oak Park, IL 60302, Vereinigte Staaten"
Snowcastle Games,59.9094669,10.7456672,Snowcastle Games AS,"Filmens hus, Dronningens gt. 16, 0152 Oslo, Norwegen"
Pixpil,9.9971109,76.3148533,PIXPIL DESIGN,"9K, NIPPON Q1, Near Don Bosco Cultural Centre Chakkalakkal, Service Rd East, NH 66, Palarivattom, Vennala, Kochi, Kerala 682028, Indien"
HOOK,50.7619796,7.00137,KFZ-Sachverständigenbüro Hook,"Leibnizstraße 32, 53332 Bornheim, Deutschland"
Rabbit & Bear Studios,43.8974404,-79.31634790000001,Bunny Bear Studio,"8 Lionheart Ln, Markham, ON L6C 2B7, Kanada"
Kyodai,47.56920359999999,10.6988568,KYŌDAI,"Luitpoldstraße 1, 87629 Füssen, Deutschland"
Creative Bytes Studios,43.1594887,-79.2480442,Creative Bytes Studios,"43 Church St Suite 102, St. Catharines, ON L2R 7E1, Kanada"
Fordesoft,51.1528393,6.509076100000001,ForestSoft GmbH,"Schloß-Dyck-Straße 88b, 41238 Mönchengladbach, Deutschland"
Romero Games,53.2728232,-9.0514448,Romero Games Ltd.,"Árd Rí House, Abbeygate Street Lower, Galway, H91 XEY6, Irland"
Orgesta,54.3842609,24.0566632,Orgesta,"Varėnos g. 29, Alytus, 62166 Alytaus m. sav., Litauen"
Flavourworks,51.5225135,-0.0812480999999999,Flavourworks,"9 Curtain Rd, London EC2A 3LT, Vereinigtes Königreich"
Battlestate Games,51.5202963,-0.0795208,Battlestate Games Limited,"1 Primrose St, London EC2A 2EX, Vereinigtes Königreich"
Rone Vine,55.6978817,12.5803084,Krone Vin,"Østerbrogade 56D, 2100 København, Dänemark"
Dire Wolf Digital,39.7392,-104.9903,Dire Wolf Digital,"""Headquarters: Zentrale: Denver, Colorado, USA"""
SÃ³lfar Studios,53.4840251,-2.2144664,SA Studio,"Unit 53 Pollard Yard, 15 Pollard St E, Manchester M40 7QX, Vereinigtes Königreich"
Chris Nordgren,55.3555536,10.4962421,Steamershop v/Chris L'anglois-Nordgren,"Østparken 17, 5220 Odense, Dänemark"
North Star Digital Studios,53.4754207,-2.2963775,North Star Digital,"Media City UK, 310 Leader, Salford M50 2AG, Vereinigtes Königreich"
Traxmaster Software,51.43615029999999,7.003085,TTS trax,"Alfredstraße 57, 45130 Essen, Deutschland"
Sharkmob AB,55.6063218,12.999042,Sharkmob,"Stortorget 11, 211 22 Malmö, Schweden"
TwistedRed,51.4444761,5.5045476,Twisted BV,"Kalverstraat 78, 5642 CJ Eindhoven, Niederlande"
Logic Artists,55.6864654,12.5272063,Logic Artists,"Guldborgvej 25, 2000 Frederiksberg, Dänemark"
Golden Ruby Games,40.7128,-74.006,Golden Ruby Games,"""Headquarters: Zentrale: New York City, New York, USA"""
TiGames,-5.7973586,-35.2184283,T i Games,"Galeria sol nascente - Av. Coronel Estevam, 838 - sala 13 - Alecrim, Natal - RN, 59031-200, Brasilien"
Outerloop Games,38.1399269,-85.68199159999999,GameStop,"4243 Outer Loop, Louisville, KY 40219, Vereinigte Staaten"
Okomotive,47.3935032,8.47402,Okomotive AG,"Badenerstrasse 816, 8048 Zürich, Schweiz"
SimFabric,52.1683081,21.0780078,Simfabric Spółka Akcyjna,"Królowej Marysieńki 5B, 02-954 Warszawa, Polen"
Undefined,50.9189876,6.9559289,undev,"Rolandstraße 69, 50677 Köln, Deutschland"
Sushee,17.4258398,78.42337549999999,Sushee Infra & Mining Limited,"Ground Floor, Sri Nilaya Cyber Spazio H.no 8-2, 269/A/2/1 to 6, Road No. 2, Banjara Hills, Hyderabad, Telangana 500034, Indien"
6 Eyes Studio,51.0616259,7.0276963,ALL EYES ON ME BY HALIME ASSADULLAH,"Jakobistraße 6, 51381 Leverkusen, Deutschland"
GUILD STUDIO Inc.,41.9199251,-87.6780119,Studio Gild,"2110 N Damen Ave, Chicago, IL 60647, Vereinigte Staaten"
Dejima Games,50.4196462,6.0064432,Mr Bricolage Malmedy,"Av. du Pont de Warche 26, 4960 Malmedy, Belgien"
Steel Wool Studios,37.7995359,-122.2878906,"Steel Wool Games, Inc.","95 Linden St #4, Oakland, CA 94607, Vereinigte Staaten"
Over Fence,50.8342819,6.9233178,Globus Baumarkt Brühl,"Lise-Meitner-Straße 3, 50321 Brühl, Deutschland"
MERJ Media,50.9352033,6.9365692,MIR MEDIA - Digital Agentur,"Händelstraße 41, 50674 Köln, Deutschland"
Steel Wool Games,37.8355,-122.2892,Steel Wool Games,"""Headquarters: Zentrale: Emeryville, Kalifornien, USA"""
Pulsatrix Studios,-23.5668287,-46.6494318,Pulsatrix Studios,"Av. Paulista, 726 - Bela Vista, São Paulo - SP, 01310-100, Brasilien"
Miniclip,46.9925592,6.9332406,Miniclip Group Sa,"Fbg de l'Hôpital 18, 2000 Neuchâtel, Schweiz"
ThroughLine Games,55.67321159999999,12.5588309,Throughline Games,"Vesterbrogade 20, 5. sal, t.h, 1620 København, Dänemark"
Mixedbag Srl,45.08053719999999,7.658969099999999,Mixedbag Srl,"Via Luigi Cibrario, 56, 10144 Torino TO, Italien"
Luminous Productions,18.6041939,73.7919763,Luminous Productions,"GK FORTUNE, B2-203, Dwarka Sai, Rahatani Rd, Rahatani, Pune, Maharashtra 411017, Indien"
Reptoid Games,43.6447266,-79.41229080000001,Reptoid Games,"862 Richmond St W, Toronto, ON M6J 1C9, Kanada"
Polymorph Games,46.8162278,-71.218586,Polymorph Games,"830 Rue Saint-Joseph E Suite 401, Québec, QC G1K 3C9, Kanada"
Bonus Level Entertainment,48.0757764,11.5256751,Bonus Level Entertainment UG (haftungsbeschränkt),"Hagenauerstraße 1, 81479 München, Deutschland"
GalaxyTrail Games,52.6408756,-2.4268225,Spiral Galaxy Games,"Unit B, 20 Halesfield 20, Telford TF7 4QU, Vereinigtes Königreich"
Studio des Tenebres,47.1752589,2.933013,Les Ténèbres,"Les Ténèbres, 18140 Saint-Martin-des-Champs, Frankreich"
"""Hassey Enterprises, Inc.""",41.6249394,-87.5325467,Hasse Construction Co Inc,"10 Lincoln Ave, Calumet City, IL 60409, Vereinigte Staaten"
Rarebyte,46.83563179999999,14.7863446,Rarebyte OG,"Pollheim 2, 9411 Wolfsberg, Österreich"
Anshar Studios,50.24385669999999,18.9940095,Anshar Studios SA,"Józefa Gallusa 10, 40-594 Katowice, Polen"
Lightbulb Crew,48.8982968,2.3778111,Lightbulb Crew,"157 Bd Macdonald, 75019 Paris, Frankreich"
Boneloaf,53.3767411,-1.4662859,Boneloaf Limited,"1 Brown St, Sheffield City Centre, Sheffield S1 2BS, Vereinigtes Königreich"
Appeal Studios,50.4098184,4.444113,Appeal Studios,"Bd Audent 14/16, 6000 Charleroi, Belgien"
Picogram,37.5220407,126.7061689,(주)피코그램,"118 Bupyeongbuk-ro, Bupyeong District, Incheon, Südkorea"
Dark Day Interactive,50.7699497,7.294687799999999,Near Dark GmbH,"Bonner Str. 11A, 53773 Hennef (Sieg), Deutschland"
Rampage Games,33.4809483,-112.1365477,Rampage Games,"3602 W Thomas Rd suite 11, Phoenix, AZ 85019, Vereinigte Staaten"
Radiation Blue,23.3440856,85.30949439999999,radiation blue,"Sathya Sai info on pvt.ltd, near 7palmas hospital & research centre, Vodyanagar, Shyamali Colony, Doranda, Ranchi, Jharkhand 834002, Indien"
Feral Cat Den,40.70328629999999,-73.9348892,Feral Cat Den,"199 Cook St suite 301, Brooklyn, NY 11206, Vereinigte Staaten"
miHoYo,35.6554013,139.7007953,"miHoYo Co., Ltd.","Japan, 〒150-0031 Tokyo, Shibuya City, Sakuragaokacho, 20−1渋谷インフォスタワ 19階"
KAJ,51.2266454,6.793834299999999,Super Kaj - سوپر کاج,"Kölner Str. 32, 40211 Düsseldorf, Deutschland"
Passion Republic Games,3.0779067,101.6117368,Passion Republic,"Fifth Floor, Wisma TT, Jalan PJS 8/15, Dataran Mentari, 46150 Petaling Jaya, Selangor, Malaysia"
Drakhar Studio,40.5489695,-3.6484497,Drakhar Studio,"C. de Manuel de Falla, 12, 28100 Alcobendas, Madrid, Spanien"
atelier mimina,48.0475714,11.9704822,Atelier Mimi Mynz,"Thomas-Mayr-Straße 4, 85567 Grafing bei München, Deutschland"
En House Studios,50.9429447,6.9385886,Whitehouse Studios GmbH,"Werderstraße 9, 50672 Köln, Deutschland"
KO_OP Mode,45.5017,-73.5673,KO_OP Mode,"""Headquarters: Zentrale: Montreal, Kanada"""
Counterplay Games,42.5146342,-71.20653589999999,"Counterplay Comics, Collectibles & Cosplay","279 Cambridge St #9, Burlington, MA 01803, Vereinigte Staaten"
Arrayansoft,24.0347594,-104.6625369,Arrayansoft,"Calle Miguel de Cervantes Saavedra 603, Zona Centro, 34000 Durango, Dgo., Mexiko"
Forbes Consult Ltd,51.5131873,-0.1475611,Forbes,"42 Brook St, London W1K 5DB, Vereinigtes Königreich"
Art in Heart,50.7482015,7.081737899999999,From Heart to Art,"Kölnstraße 292, 53117 Bonn, Deutschland"
Cosmic Forces,14.5502422,121.0222065,Cosmic Force Solutions Inc.,"1200 San Lorenzo Dr, Legazpi Village, Makati, Metro Manila, Philippinen"
Incuvo,50.2356367,18.9773769,Incuvo SA,"Ligocka 103, 40-568 Katowice, Polen"
FX Valley,27.7107295,85.3134333,Valley FX,"Vyathit Marga 69, Kathmandu 44600, Nepal"
Clover Bite,42.3731287,-71.0951182,Clover Food Lab,"1075 Cambridge St, Cambridge, MA 02139, Vereinigte Staaten"
Invincible Cat,25.8929967,-80.275155,Invincible Boats,"4700 NW 132nd St, Opa-locka, FL 33054, Vereinigte Staaten"
"""Massive Damage, Inc.""",43.6459013,-79.3967112,"Massive Damage, Inc.","23 Brant St, Toronto, ON M5V 2L5, Kanada"
No Pest Productions,50.9588587,7.0149992,Kaufland Köln-Mülheim,"Frankfurter Str. 87A, 51065 Köln, Deutschland"
Ice Code Games,52.2304973,20.9874411,Ice Code Games,"Prosta 51, 00-838 Warszawa, Polen"
RocketPunch Games,50.9476018,6.9108915,BUILD A ROCKET GmbH,"Grüner Weg 10, 50825 Köln, Deutschland"
Slow Bros.,50.9649475,6.8893021,Slow Bros. GmbH,"Mathias-Brüggen-Straße 4, 50827 Köln, Deutschland"
DigiFX Interactive,50.8748541,6.995155899999999,DiGiTEXX Gesellschaft für digitale Bürosysteme mbH,"Emil-Hoffmann-Straße 1A, 50996 Köln, Deutschland"
Unbound Creations,3.1190478,101.6375191,Unbound Creations,"123, sesame street, Seksyen 17, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia"
Studio Elan,51.3855981,4.468119499999999,Studio Elan,"Krenkhoek 4, 2920 Kalmthout, Belgien"
Aheartfulofgames,49.4667349,8.4480301,Heartforcards,"Lagerhausstraße 21, 67061 Ludwigshafen am Rhein, Deutschland"
Pirate Software,51.4064671,6.938360599999999,Code Piraten GmbH,"Brunshofstraße 3, 45470 Mülheim an der Ruhr, Deutschland"
Le Cartel Studio,48.8730598,2.3166624,Le Cartel Studio,"10 Rue de Penthièvre, 75008 Paris, Frankreich"
Cradle Games,46.8162278,-71.218586,Cradle games,"830 Rue Saint-Joseph E, Québec, QC G1K 3C9, Kanada"
Helmet Games,50.9489147,6.9508335,XPERION Köln,"Hansaring 97, 50670 Köln, Deutschland"
Billy Goat Entertainment,54.5782081,-5.918740100000001,Billy Goat Entertainment Limited,"234 Ormeau Rd, Belfast BT7 2FZ, Vereinigtes Königreich"
Monkey Stories Games,50.9487192,6.948628599999999,Three Headed Monkey FilmsGmbH,"Maybachstraße 109a, 50670 Köln, Deutschland"
Crystal Shard,51.5045,-0.0865,The Shard,"32 London Bridge St, London SE1 9SG, Vereinigtes Königreich"
Rogueside,51.1523544,4.994986,Rogueside NV,"Cipalstraat, 2440 Geel, Belgien"
Team Hindsight,51.5951793,7.135699199999999,Hindsight - Studios UG,"Konrad-Adenauer-Straße 9-13, 45699 Herten, Deutschland"
Springloaded,-32.990158,151.697458,Springloaded Newcastle,"26A Oakdale Rd, Gateshead NSW 2290, Australien"
Mad About Pandas,52.4901979,13.4243285,Mad About Pandas UG (haftungsbeschränkt),"Kottbusser Damm 73, 10967 Berlin, Deutschland"
